"Country","OblName","PostCodeList","City","lang_code"
"RU","ULY","433555,433556","Новая Майна","ru"
"RU","DA","368779","Новая Мака","ru"
"RU","KIR","612985","Новая Малиновка","ru"
"RU","ULY","433560","Новая Малыкла","ru"
"RU","BEL","309571","Новая Масловка","ru"
"RU","NGR","","Новая Мельница","ru"
"BY","HO","","Новая Мильча","ru"
"RU","UD","427288","Новая Монья","ru"
"RU","PRI","","Новая Москва","ru"
"RU","TUL","301138","Новая Мыза","ru"
"RU","VGG","403011","Новая Надежда","ru"
"RU","BEL","","Новая Наумовка","ru"
"RU","BEL","308585","Новая Нелидовка","ru"
"BY","HO","","Новая Нива","ru"
"RU","MOS","143325","Новая Ольховка","ru"
"RU","BA","453350","Новая Отрада","ru"
"RU","BA","453140","Новая Отрадовка","ru"
"RU","BRY","242194","Новая Погощь","ru"
"BY","BR","225840","Новая Попина","ru"
"RU","LEN","","Новая Пустошь","ru"
"RU","PNZ","442141","Новая Пятина","ru"
"RU","BEL","","Новая Райгородка","ru"
"RU","KGN","641320","Новая Сидоровка","ru"
"RU","BEL","309952","Новая Симоновка","ru"
"RU","MOS","","Новая Слобода","ru"
"RU","ULY","433387","Новая Слобода","ru"
"BY","HO","","Новая Слобода","ru"
"RU","BEL","309222","Новая Слободка","ru"
"RU","ORL","302527","Новая Слободка","ru"
"RU","KIR","612928","Новая Смаиль","ru"
"RU","KYA","663953","Новая Солянка","ru"
"KZ","ZHA","","Новая Сорга","ru"
"RU","BEL","309255","Новая Таволжанка","ru"
"BY","BR","225851","Новая Темра","ru"
"RU","PNZ","442113","Новая Толковка","ru"
"RU","TA","423037","Новая Тумба","ru"
"BY","HO","","Новая Уза","ru"
"RU","PSK","181275","Новая Уситва","ru"
"RU","VOR","396310,396311,396339","Новая Усмань","ru"
"RU","ROS","","Новая Целина","ru"
"RU","ZAB","674159","Новая Чара","ru"
"RU","NVS","633330","Новая Чебула","ru"
"RU","ALT","659416","Новая Чемровка","ru"
"RU","TUL","301412","Новая Черепеть","ru"
"RU","OMS","646050","Новая Шараповка","ru"
"KZ","VOS","","Новая Шульба","ru"
"RU","AMU","676442","Новгородка","ru"
"RU","SVE","623802","Новгородова","ru"
"RU","BEL","309115","Новенькое","ru"
"RU","BRY","242176","Новенькое","ru"
"RU","CRI","","Новенькое","ru"
"BY","BR","225612","Новики","ru"
"BY","HO","247776","Новики","ru"
"RU","ULY","433455","Новиковка","ru"
"RU","ALT","659357","Новиково","ru"
"RU","BEL","","Новиково","ru"
"RU","MOS","","Новиково","ru"
"RU","SAK","694005","Новиково","ru"
"RU","LEN","188375","Новинка","ru"
"RU","VGG","403776","Новинка","ru"
"BY","BR","","Новинка","ru"
"RU","KOS","","Новинки","ru"
"RU","MOS","143581","Новинки","ru"
"RU","NIZ","607635","Новинки","ru"
"BY","HO","","Новинки","ru"
"RU","AST","416324","Новинский","ru"
"BY","HO","","Новины","ru"
"BY","BR","","Новицковичи","ru"
"RU","PRI","692976","Новицкое","ru"
"RU","ALT","659730","Новичиха","ru"
"BY","VI","","Новка","ru"
"RU","VLA","602337","Новлянка","ru"
"RU","MOS","","Ново","ru"
"RU","SE","363705","Ново-Георгиевское","ru"
"RU","MOS","142516","Ново-Загарье","ru"
"RU","KB","361102","Ново-Ивановское","ru"
"RU","KC","369173","Ново-Исправненский","ru"
"RU","OMS","","Ново-Карасук","ru"
"RU","MOS","119633","Ново-Переделкино","ru"
"RU","IRK","","Ново-Разводная","ru"
"RU","BEL","","Ново-Репяховка","ru"
"RU","KR","186168","Ново-Стеклянное","ru"
"RU","IVA","153520,153521","Ново-Талицы","ru"
"RU","MOS","","Ново-Фрязино","ru"
"RU","KHM","628647","Новоаганск","ru"
"RU","VGG","404332","Новоаксайский","ru"
"RU","AMU","676952","Новоалександровка","ru"
"RU","BEL","309352","Новоалександровка","ru"
"RU","CRI","","Новоалександровка","ru"
"RU","KYA","663822","Новоалександровка","ru"
"RU","ORE","461037","Новоалександровка","ru"
"RU","ROS","346748","Новоалександровка","ru"
"RU","TAM","393910","Новоалександровка","ru"
"RU","VLA","601282","Новоалександрово","ru"
"RU","STA","356000,356002,356003","Новоалександровск","ru"
"KZ","AKT","","Новоалексеевка","ru"
"RU","KDA","352412","Новоалексеевская","ru"
"RU","AD","385422","Новоалексеевский","ru"
"RU","KDA","","Новоалексеевский","ru"
"RU","KDA","352622","Новоалексеевское","ru"
"RU","SVE","623141","Новоалексеевское","ru"
"RU","ALT","658041,658080,658081,658082,658083,658084,658085,658087,658089,658090,658091,658095,658099","Новоалтайск","ru"
"RU","KYA","662337","Новоалтатка","ru"
"RU","KYA","663412","Новоангарск","ru"
"RU","CRI","297511","Новоандреевка","ru"
"RU","TYU","627630","Новоандреевка","ru"
"RU","KRS","307160","Новоандросово","ru"
"RU","VGG","403950,403951,403952,403953,403954,403955,403958","Новоаннинский","ru"
"RU","TYU","627356","Новоаптула","ru"
"RU","MOS","","Новоархангельское","ru"
"RU","TOM","","Новоархангельское","ru"
"RU","SVE","622912","Новоасбест","ru"
"RU","BA","452211","Новобалтачево","ru"
"RU","ROS","347716","Новобатайск","ru"
"RU","CHE","456573","Новобатурино","ru"
"RU","KEM","652650","Новобачаты","ru"
"RU","KDA","353145","Новобейсугская","ru"
"RU","BA","452580","Новобелокатай","ru"
"RU","PRI","692264","Новобельмановка","ru"
"RU","KDA","353156","Новоберезанский","ru"
"RU","KYA","662672","Новоберезовка","ru"
"RU","TYU","627366","Новоберезовка","ru"
"RU","SAM","443534","Новоберезовский","ru"
"RU","ROS","346842","Новобессергеневка","ru"
"RU","KYA","662120","Новобирилюссы","ru"
"RU","IRK","665061","Новобирюсинский","ru"
"RU","STA","357362","Новоблагодарное","ru"
"RU","CRI","","Новобобровское","ru"
"RU","KGD","238417","Новобобруйск","ru"
"RU","RYA","391863","Новобокино","ru"
"RU","SAM","446666","Новоборский","ru"
"RU","MOW","143411","Новобратцевский","ru"
"RU","MOS","143180","Новобрехово","ru"
"RU","AMU","676720","Новобурейский","ru"
"RU","CHE","456712","Новобурино","ru"
"RU","MOS","","Новобутаково","ru"
"RU","OMS","646830","Нововаршавка","ru"
"RU","CRI","","Нововасильевка","ru"
"RU","KDA","353212","Нововеличковская","ru"
"RU","KDA","352375","Нововладимировская","ru"
"RU","MOS","","Нововнуково","ru"
"RU","VOR","396070,396071,396072,396073,396079","Нововоронеж","ru"
"RU","NVS","633552","Нововоскресенка","ru"
"RU","KEM","652253","Нововосточный","ru"
"RU","AD","385225","Нововочепший","ru"
"RU","TYU","627576","Нововяткино","ru"
"RU","KIR","","Нововятск","ru"
"RU","DA","368035","Новогагатли","ru"
"RU","BEL","","Новогеоргиевка","ru"
"RU","DA","368875","Новогеоргиевка","ru"
"RU","KGN","641666","Новогеоргиевка 2-я","ru"
"RU","KEM","652593","Новогеоргиевка село","ru"
"RU","MOS","","Новоглаголево","ru"
"RU","PRI","692311","Новогордеевка","ru"
"RU","TOM","636444","Новогорное","ru"
"RU","CHE","456796","Новогорный","ru"
"RU","KYA","663803","Новогородка","ru"
"RU","MOS","","Новогорск","ru"
"RU","UD","427744","Новогорское","ru"
"RU","MOS","","Новоград Павлино","ru"
"RU","VOR","396812","Новогремяченское","ru"
"KZ","SEV","","Новогречановка","ru"
"RU","CRI","297130","Новогригорьевка","ru"
"RU","MOW","142137","Новогромово (поселение Вороновское)","ru"
"BY","HR","231400","Новогрудок","ru"
"RU","TUL","301382","Новогуровский","ru"
"RU","KGD","238141","Новогурьевское","ru"
"RU","MOS","","Новогуслево","ru"
"RU","MOS","","Новодарьино","ru"
"RU","ARK","164900,164901,164902,164903,164908","Новодвинск","ru"
"KZ","SEV","","Новодворовка","ru"
"RU","PRI","692275","Новодевица","ru"
"RU","BEL","","Новодевичий","ru"
"RU","MO","431387","Новодевичье","ru"
"RU","VGG","404425","Новодербеневский","ru"
"RU","KDA","353710","Новодеревянковская","ru"
"RU","KDA","353667","Новодеревянковский","ru"
"KZ","ZHA","","Новоджамбул","ru"
"RU","KDA","352780","Новоджерелиевское","ru"
"RU","KDA","353250","Новодмитриевская","ru"
"RU","CRI","","Новодолинка","ru"
"RU","KDA","353123","Новодонецкая","ru"
"RU","KGN","641367","Новодостовалово","ru"
"RU","MOS","142720","Новодрожжино","ru"
"BY","HO","","Новодружеский","ru"
"RU","SMO","215240","Новодугино","ru"
"RU","AMU","676823","Новое","ru"
"RU","BEL","309675","Новое","ru"
"RU","MOS","142643","Новое","ru"
"RU","VLA","","Новое","ru"
"RU","YAR","152049","Новое","ru"
"BY","BR","225211","Новое","ru"
"RU","MOS","141862","Новое (Новинское)","ru"
"RU","MOS","","Новое Аристово","ru"
"RU","CU","429509","Новое Атлашево","ru"
"RU","BA","","Новое Барятино","ru"
"RU","CU","429289","Новое Буяново","ru"
"BY","HO","","Новое Высокое","ru"
"RU","SAM","446596","Новое Ганькино","ru"
"RU","LEN","188661,188673","Новое Девяткино","ru"
"RU","NIZ","","Новое Доскино","ru"
"RU","LIP","399264","Новое Дубовое","ru"
"RU","BRY","242027","Новое Каплино","ru"
"RU","TA","423445","Новое Каширово","ru"
"RU","ARK","162470","Новое Лукино","ru"
"RU","BRY","243011","Новое Место","ru"
"RU","TA","423444","Новое Надырово","ru"
"RU","MOS","","Новое Нахабино","ru"
"RU","MOS","","Новое Павлино","ru"
"RU","LIP","399915","Новое Петелино","ru"
"RU","ULY","433222","Новое Погорелово","ru"
"RU","MOS","","Новое Подвязново","ru"
"RU","TUL","301097","Новое Покровское","ru"
"RU","CHE","","Новое Поле","ru"
"BY","HO","","Новое Полесье","ru"
"BY","MA","","Новое Прибужье","ru"
"RU","NGR","","Новое Рахино","ru"
"RU","KDA","352773","Новое Село","ru"
"RU","SVE","","Новое Село","ru"
"RU","SAM","446942","Новое Семенкино","ru"
"RU","LEN","","Новое Токсово","ru"
"RU","ULY","433885","Новое Томышево","ru"
"RU","TA","423050","Новое Узеево","ru"
"RU","CU","429325","Новое Урюмово","ru"
"RU","SAM","446973","Новое Усманово","ru"
"RU","TAM","393756","Новое Хмелевое","ru"
"RU","CU","429705","Новое Чурашево","ru"
"RU","TA","420077","Новое Юдино","ru"
"RU","SAM","","Новое Якушкино","ru"
"RU","ALT","658280","Новоегорьевское","ru"
"RU","CRI","","Новоекатериновка","ru"
"RU","STA","","Новоекатериновская","ru"
"RU","ALT","","Новоеловка","ru"
"BY","HR","","Новоельня","ru"
"RU","VOR","396034","Новоживотинное","ru"
"RU","IRK","665494","Новожилкино","ru"
"RU","CRI","297620","Новожиловка","ru"
"RU","SAM","","Новозаборовский п","ru"
"RU","STA","357813","Новозаведеное","ru"
"RU","TVE","171270,171271,171272","Новозавидовский","ru"
"RU","ROS","346486","Новозарянский","ru"
"RU","SAR","","Новозахаркино","ru"
"RU","BEL","","Новозахаровка","ru"
"RU","CRI","","Новозбурьевка","ru"
"RU","BEL","309302","Новозинаидинский","ru"
"RU","BEL","309302","Новозинаидинское","ru"
"RU","KDA","","Новознаменский","ru"
"RU","VLA","","Новознаменский мкр","ru"
"RU","ROS","346657","Новозолотовская","ru"
"RU","BRY","243003,243020,243021,243022,243025,243039","Новозыбков","ru"
"RU","ALT","658381","Новоивановка","ru"
"RU","BEL","","Новоивановка","ru"
"RU","CRI","296433","Новоивановка","ru"
"RU","KDA","353024","Новоивановская","ru"
"RU","KDA","353262","Новоивановский","ru"
"RU","KDA","352025","Новоивановское","ru"
"RU","MOS","","Новоивановское","ru"
"RU","STA","356108","Новоизобильный","ru"
"RU","IRK","665697","Новоилимск","ru"
"RU","BU","671332","Новоильинск","ru"
"RU","PER","617016","Новоильинский","ru"
"RU","SVE","623470","Новоисетское","ru"
"KZ","SEV","","Новоишимское","ru"
"RU","BA","452306","Новоишметово","ru"
"RU","BA","452941","Новокабаново","ru"
"RU","STA","","Новокавказский","ru"
"KZ","KZY","","Новоказалинск","ru"
"RU","BEL","309095","Новоказацкий","ru"
"RU","BEL","","Новоказацкое","ru"
"RU","KDA","","Новокалиновка","ru"
"RU","KYA","663952","Новокамала","ru"
"RU","ORE","461184","Новокаменка","ru"
"KZ","SEV","","Новокаменка","ru"
"RU","CHE","","Новокаолиновый","ru"
"RU","KRS","306707","Новокасторное","ru"
"RU","SAM","","Новокашпирский","ru"
"RU","DA","368560","Новокаякент","ru"
"RU","AMU","676530,676531,676554","Новокиевский Увал","ru"
"RU","BU","671454","Новокижингинск","ru"
"RU","BA","452966","Новокизганово","ru"
"RU","TYU","","Новокировский","ru"
"RU","BEL","","Новокладовое","ru"
"RU","CRI","","Новокленово","ru"
"RU","TAM","393707","Новокленское","ru"
"RU","NVS","632763","Новоключи","ru"
"RU","IVA","155635","Новоклязьминское","ru"
"RU","CRI","","Новоконстантиновка","ru"
"RU","KDA","352742","Новокорсунская","ru"
"RU","MOW","111672,111673","Новокосино","ru"
"BY","HO","","Новокрасное","ru"
"RU","NVS","632634","Новокремлевское","ru"
"RU","SAR","413221","Новокривовка","ru"
"RU","ZAB","672570,672572,672573","Новокручининский","ru"
"RU","KDA","","Новокрымский","ru"
"RU","CRI","296133","Новокрымское","ru"
"RU","KDA","352238,352240,352241,352242,352243,352244","Новокубанск","ru"
"RU","KEM","624025,654000,654002,654004,654005,654006,654007,654010,654011,654012,654013,654014,654015,654018,654025,654027,654028,654029,654030,654031,654032,654033,654034,654035,654036,654038,654039,654040,654041,654043,654044,654045,654054,654055,654057,654059,654063,654066,654067,654078,654079,654080,654084,654086,654099,654101,654102,654103,654150,654224,901026,901036,901073,901077,901091,901096,991200,991201,991202,991203,991204,991205,991206,991207,991208,991209,991210,991211,991212,991213,993201","Новокузнецк","ru"
"BY","HO","","Новокузнечная","ru"
"RU","SAM","446200,446201,446202,446203,446204,446205,446206,446207,446208,446209,446213,446214,446217,446218,446219","Новокуйбышевск","ru"
"RU","BA","452476","Новокульчубаево","ru"
"RU","STA","357965","Новокумский","ru"
"RU","KK","655798","Новокурск","ru"
"RU","TOM","","Новокусково","ru"
"RU","BA","452212","Новокутово","ru"
"BY","HO","","Новокухнавщино","ru"
"RU","AST","416101","Новокучергановка","ru"
"RU","KDA","352302","Новолабинская","ru"
"RU","DA","368160","Новолак","ru"
"RU","ROS","","Новолакедемоновка","ru"
"RU","BEL","309318","Новоленинское","ru"
"RU","KDA","352741","Новоленинское","ru"
"RU","AST","","Новолесное","ru"
"RU","KDA","352070","Новолеушковская","ru"
"RU","NIZ","607676","Новоликеево","ru"
"RU","LEN","187024","Новолисино","ru"
"RU","IRK","664038","Новолисиха","ru"
"RU","PRI","692968","Новолитовск","ru"
"RU","KDA","353063","Новолокинская","ru"
"RU","TYU","627711","Новолокти","ru"
"RU","MOS","","Новолотошино","ru"
"RU","NVS","630553,630558,633153","Новолуговое","ru"
"BY","VI","211162","Новолукомль","ru"
"BY","BR","","Новолучки","ru"
"RU","TYU","627106","Новолыбаево","ru"
"RU","TUL","301735","Новольвовск","ru"
"RU","VGG","404450","Новомаксимовский","ru"
"RU","KDA","353115","Новомалороссийская","ru"
"RU","IRK","665471","Новомальтинск","ru"
"RU","VOR","396702","Новомарковка","ru"
"RU","STA","356204","Новомарьевская","ru"
"RU","VOR","397620","Новомеловатка","ru"
"RU","BA","452566","Новомещерово","ru"
"RU","KDA","353700,353701","Новоминская","ru"
"RU","ALT","","Новомихайловка","ru"
"KZ","SEV","","Новомихайловка","ru"
"RU","KDA","352842,352855,352857","Новомихайловский","ru"
"RU","KDA","352182","Новомихайловское","ru"
"RU","MOW","","Новомихайловское","ru"
"RU","STA","356056","Новомихайловское","ru"
"RU","RYA","391160","Новомичуринск","ru"
"RU","AD","","Новомогилевский","ru"
"RU","ALT","659121","Новомоношкино","ru"
"RU","OMS","","Новомосковка","ru"
"RU","TUL","301650,301652,301653,301654,301657,301659,301660,301661,301662,301663,301664,301665,301666,301668,301670,301679,301680,301682","Новомосковск","ru"
"RU","NVS","633141","Новомошковское","ru"
"RU","BA","453365","Новомурапталово","ru"
"RU","ORE","461473","Новомусино","ru"
"RU","BA","452560","Новомуслюмово","ru"
"RU","BA","452948","Новонагаево","ru"
"RU","VOR","396209","Новонадеждинский","ru"
"RU","AST","416456","Новоначаловский","ru"
"RU","PRI","692840","Новонежино","ru"
"RU","AMU","676620","Новониколаевка","ru"
"RU","AST","","Новониколаевка","ru"
"RU","BEL","309555","Новониколаевка","ru"
"RU","CRI","298240","Новониколаевка","ru"
"RU","ROS","346961","Новониколаевка","ru"
"RU","KDA","353784","Новониколаевская","ru"
"RU","ROS","346183","Новониколаевский","ru"
"RU","SAR","413805","Новониколаевский","ru"
"RU","VGG","403901","Новониколаевский","ru"
"RU","PRI","692537","Новоникольск","ru"
"RU","CRI","297040","Новоникольское","ru"
"RU","MOS","141932","Новоникольское","ru"
"RU","YAR","152103","Новоникольское","ru"
"RU","TAM","393734,393740","Новоникольское","ru"
"KZ","SEV","","Новоникольское","ru"
"RU","IRK","669401","Новонукутский","ru"
"RU","CRI","297491","Новоозерное","ru"
"RU","OMS","644501","Новоомский","ru"
"RU","ORE","462893","Новооренбург","ru"
"RU","ZAB","687520","Новоорловск","ru"
"RU","ORE","462800,462813","Новоорск","ru"
"RU","BEL","","Новооскочное","ru"
"RU","SVE","","Новоостровная","ru"
"RU","CRI","","Новоотрадное","ru"
"RU","CRI","296035","Новопавловка","ru"
"RU","KDA","353050","Новопавловка","ru"
"RU","SAM","446183","Новопавловка","ru"
"RU","ZAB","673030","Новопавловка","ru"
"RU","STA","357300,357301,357302,357303,357319","Новопавловск","ru"
"RU","SVE","622924","Новопаньшино","ru"
"RU","MOS","","Новопареево","ru"
"RU","MOS","","Новопеределкино","ru"
"RU","ROS","346494","Новоперсиановка","ru"
"RU","ALT","658814","Новопесчаное","ru"
"RU","NVS","632728","Новопесчаное","ru"
"RU","AMU","675525","Новопетровка","ru"
"RU","BEL","309973","Новопетровка","ru"
"RU","KDA","","Новопетровский","ru"
"RU","MOS","143570","Новопетровское","ru"
"RU","ORE","462618","Новопетропавловка","ru"
"RU","KGN","641756","Новопетропавловское","ru"
"RU","IVA","155313","Новописцово","ru"
"RU","KDA","352052","Новопластуновская","ru"
"RU","KDA","","Новоплатнировская","ru"
"RU","MOS","","Новоподрезково","ru"
"RU","KEM","652573","Новопокасьма","ru"
"RU","CRI","297322","Новопокровка","ru"
"RU","NVS","632147","Новопокровка","ru"
"RU","OMS","646604","Новопокровка","ru"
"RU","ORE","462210","Новопокровка","ru"
"RU","PRI","692171","Новопокровка","ru"
"RU","TAM","393610","Новопокровка","ru"
"KZ","SEV","","Новопокровка","ru"
"RU","KDA","353020,353021,353022","Новопокровская","ru"
"RU","KDA","353027","Новопокровский","ru"
"RU","SAR","412354","Новопокровское","ru"
"RU","SAR","413825","Новополеводино","ru"
"BY","VI","211440,211441,211443,211444,211445,211446,211447,211448,211449,211501","Новополоцк","ru"
"RU","ROS","346763","Новополтавский","ru"
"RU","CRI","298474","Новополье","ru"
"RU","LEN","","Новополье","ru"
"RU","KRS","","Новопоселеновка","ru"
"RU","ROS","346874","Новоприморский","ru"
"RU","AD","385794","Новопрохладное","ru"
"RU","SAR","413141","Новопушкинское","ru"
"RU","SVE","624829","Новопышминское","ru"
"RU","AMU","","Новорайчихинск","ru"
"RU","BEL","309583","Новоречье","ru"
"RU","PSK","182440,182540","Новоржев","ru"
"RU","MOS","","Новорижский","ru"
"RU","ROS","347681","Новороговская","ru"
"RU","BEL","","Новорождественка","ru"
"RU","OMS","","Новорождественка","ru"
"RU","KDA","352106","Новорождественская","ru"
"RU","DA","368874","Новоромановка","ru"
"RU","ALT","659030","Новороманово","ru"
"RU","STA","356582","Новоромановское","ru"
"RU","BEL","309731","Новорослов","ru"
"RU","KEM","","Новороссийка","ru"
"RU","KDA","353090,353309,353313,353900,353901,353902,353903,353905,353906,353907,353909,353910,353911,353912,353913,353915,353916,353917,353918,353919,353920,353921,353922,353923,353924,353925,353960,353971,353983,353999","Новороссийск","ru"
"RU","ALT","658242","Новороссийский","ru"
"RU","KK","655665","Новороссийское","ru"
"RU","NVS","632965","Новороссийское","ru"
"RU","PRI","692844","Новороссия","ru"
"RU","ORE","","Новорудный","ru"
"RU","AD","385450","Новорусов","ru"
"KZ","SEV","","Новорыбинка","ru"
"RU","TYU","627232","Новорямово","ru"
"RU","BEL","308518","Новосадовый","ru"
"RU","KDA","","Новосадовый","ru"
"BY","BR","225022","Новосады","ru"
"RU","ORE","","Новосакмарск","ru"
"RU","LEN","","Новосаратовка","ru"
"RU","ORE","462219","Новосаринский","ru"
"RU","KEM","653224","Новосафоновский","ru"
"RU","AD","385776","Новосвободная","ru"
"RU","AD","385332","Новосевастопольское","ru"
"RU","TYU","627429","Новоселезнево","ru"
"RU","BU","671190","Новоселенгинск","ru"
"RU","STA","356350","Новоселицкое","ru"
"RU","NGR","173520","Новоселицы","ru"
"RU","BRY","241516","Новоселки","ru"
"RU","MOS","142941","Новоселки","ru"
"RU","NIZ","607358","Новоселки","ru"
"RU","RYA","391133","Новоселки","ru"
"RU","ULY","433529","Новоселки","ru"
"BY","BR","225209","Новоселки","ru"
"BY","HO","247903,247924","Новоселки","ru"
"BY","MA","","Новоселки","ru"
"RU","BEL","309539","Новоселовка","ru"
"RU","CRI","297550","Новоселовка","ru"
"RU","ROS","346032","Новоселовка","ru"
"KZ","SEV","","Новоселовка","ru"
"RU","BEL","309114","Новоселовка Вторая","ru"
"RU","BEL","","Новоселовка Первая","ru"
"RU","KGD","238443","Новоселово","ru"
"RU","KYA","662430","Новоселово","ru"
"RU","ORL","302532","Новоселово","ru"
"RU","TYU","626069","Новоселово","ru"
"RU","KRS","305526","Новоселовский п.","ru"
"RU","CRI","296274","Новоселовское","ru"
"RU","ROS","347617","Новоселый 1-й","ru"
"RU","LEN","188507","Новоселье","ru"
"RU","PSK","181024","Новоселье","ru"
"BY","HO","","Новоселье","ru"
"RU","NGR","175237","Новосельский","ru"
"RU","CRI","296410","Новосельское","ru"
"RU","DA","368034","Новосельское","ru"
"RU","KOS","","Новосельское","ru"
"RU","PRI","692214","Новосельское","ru"
"RU","SAR","412221","Новосельское","ru"
"RU","MOS","","Новосельцево","ru"
"RU","TOM","636607","Новосельцево","ru"
"RU","SAM","446378,446379","Новосемейкино","ru"
"RU","BA","452136","Новосепяшево","ru"
"RU","OMS","646723","Новосергеевка","ru"
"RU","LEN","","Новосергиевка","ru"
"RU","ORE","461200,461201,461202,461249","Новосергиевка","ru"
"RU","MOS","","Новосергиево","ru"
"RU","KDA","352098","Новосергиевская","ru"
"RU","NVS","630000,630001,630002,630003,630004,630005,630007,630008,630009,630010,630011,630015,630017,630019,630020,630022,630024,630025,630027,630028,630029,630030,630032,630033,630034,630035,630036,630037,630039,630040,630041,630045,630046,630047,630048,630049,630051,630052,630054,630055,630056,630057,630058,630059,630060,630061,630063,630064,630066,630067,630068,630069,630071,630073,630075,630077,630078,630079,630080,630082,630083,630084,630087,630088,630089,630090,630091,630092,630095,630096,630097,630098,630099,630100,630102,630105,630106,630107,630108,630109,630110,630111,630112,630114,630116,630117,630119,630120,630121,630123,630124,630126,630128,630129,630132,630133,630136,630171,630200,630201,630517,630700,630880,630885,630890,630899,630900,630901,630910,630921,630922,630923,630924,630925,630926,630960,630961,630962,630963,630964,630965,630966,630970,630971,630972,630973,630974,630975,630976,630977,630978,630980,630981,630982,630983,630985,630988,630989,630991,630992,630993,991214","Новосибирск","ru"
"RU","ALT","656922","Новосиликатный","ru"
"RU","ORL","303500","Новосиль","ru"
"RU","LIP","399553","Новосильское","ru"
"RU","CHE","","Новосинеглазовский","ru"
"RU","MOS","141830,141831","Новосиньково","ru"
"RU","KLU","249306","Новослободск","ru"
"RU","NIZ","","Новосмолинский","ru"
"RU","PSK","182200","Новосокольники","ru"
"RU","BEL","","Новосолдатка","ru"
"RU","VOR","396386","Новосолдатка","ru"
"RU","ROS","346101","Новоспасовка","ru"
"RU","KRS","306024","Новоспасский","ru"
"RU","ULY","433870,433871,433899","Новоспасское","ru"
"RU","CRI","296119","Новостепное","ru"
"RU","BEL","","Новостроевка-Вторая","ru"
"RU","BEL","309380","Новостроевка-Первая","ru"
"RU","KGD","238135","Новостроево","ru"
"RU","KEM","650510","Новостройка","ru"
"RU","KHA","","Новостройка","ru"
"RU","MOS","","Новостройка","ru"
"RU","PRI","692010","Новостройка","ru"
"RU","ORE","461704","Новосултангулово","ru"
"RU","PRI","692350","Новосысоевка","ru"
"RU","IVA","","Новоталицы","ru"
"RU","TYU","625509","Новотарманский","ru"
"RU","STA","357242","Новотерский","ru"
"RU","CE","366124","Новотерское","ru"
"RU","KDA","353210,353211","Новотитаровская","ru"
"RU","VOR","397562","Новотолучеево","ru"
"RU","BEL","309207","Новотроевка","ru"
"RU","ME","425410","Новотроицк","ru"
"RU","OMS","","Новотроицк","ru"
"RU","ORE","462351,462353,462354,462356,462359,462360,462363,462370,462372,462373,462375","Новотроицк","ru"
"RU","STA","356100,356101","Новотроицкая","ru"
"RU","KDA","353338","Новотроицкий","ru"
"RU","VOR","397466","Новотроицкий","ru"
"RU","AMU","675521","Новотроицкое","ru"
"RU","KGN","641541","Новотроицкое","ru"
"RU","KIR","612030","Новотроицкое","ru"
"RU","KK","655797","Новотроицкое","ru"
"RU","MO","431550","Новотроицкое","ru"
"RU","OMS","646632","Новотроицкое","ru"
"RU","ROS","346759","Новотроицкое","ru"
"RU","SAK","694047","Новотроицкое","ru"
"RU","TA","423405","Новотроицкое","ru"
"KZ","ZHA","","Новотроицкое","ru"
"RU","SAM","445589","Новотулка","ru"
"RU","TYU","625505","Новотуринский","ru"
"RU","ALT","659602","Новотырышкино","ru"
"RU","NVS","633167","Новотырышкино","ru"
"RU","LIP","399360","Новоуглянка","ru"
"RU","ORE","461874","Новоузели","ru"
"KZ","SEV","","Новоузенка","ru"
"RU","SAR","413341,413342,413360,413361,413362","Новоузенск","ru"
"RU","OMS","646483","Новоуйка","ru"
"RU","BEL","309875","Новоуколово","ru"
"KZ","SEV","","Новоукраинка","ru"
"RU","KDA","353332","Новоукраинский","ru"
"RU","KDA","352165","Новоукраинское","ru"
"RU","CRI","","Новоульяновка","ru"
"RU","ULY","433300,433301,433303,433304,433308,433337","Новоульяновск","ru"
"RU","SVE","624127,624130,624131,624132,624133,624134,624135,624136,624137,624138,624139","Новоуральск","ru"
"RU","OMS","646820","Новоуральский","ru"
"RU","AST","416165","Новоурусовка","ru"
"RU","BA","","Новоусманово","ru"
"RU","VOR","396314,396321","Новоусманский","ru"
"RU","SVE","","Новоуткинск","ru"
"RU","BA","453472","Новофедоровка","ru"
"RU","CRI","296574","Новофедоровка","ru"
"RU","ALT","658325","Новофирсово","ru"
"RU","KYA","663469","Новохайский","ru"
"RU","MOS","999899","Новохаритоново","ru"
"RU","BA","453340","Новохвалынский","ru"
"RU","VOR","397400,397401,397441,397449","Новохоперск","ru"
"RU","VOR","397440","Новохоперский","ru"
"RU","BEL","309925","Новохуторное","ru"
"RU","OMS","","Новоцарицино","ru"
"RU","OMS","646083","Новоцарицыно","ru"
"RU","NVS","632495","Новоцелинное","ru"
"RU","ROS","347329","Новоцимлянская","ru"
"RU","CU","429950,429951,429952,429954,429955,429956,429958,429959,429960,429965","Новочебоксарск","ru"
"RU","LIP","399880","Новочемоданово","ru"
"RU","ULY","433580","Новочеремшанск","ru"
"RU","ORE","462124","Новочеркасск","ru"
"RU","ROS","346400,346402,346404,346405,346406,346407,346408,346410,346411,346413,346414,346416,346418,346421,346422,346423,346428,346429,346430,346431,346432,346439,346441,346448","Новочеркасск","ru"
"RU","BEL","309095","Новочеркасский","ru"
"RU","KYA","662040","Новочернореченский","ru"
"RU","IRK","665530","Новочунка","ru"
"RU","DA","368166","Новочуртах","ru"
