Country,ID,OblName,PostCodeList,City
RU,15034,MOS,,Митянино
RU,35429,ROS,347071,Михайлов
RU,2939,RYA,"391710,391711,391712,391739",Михайлов
RU,16739,AD,385450,Михайлов
RU,30353,BEL,,Михайлов
RU,14923,AST,,Михайловка
RU,1232,VGG,"403310,403340,403341,403342,403343,403344,403345,403346,403348,403349",Михайловка
RU,17403,IRK,665448,Михайловка
RU,36380,SAM,446391,Михайловка
RU,43378,SAK,694446,Михайловка
RU,45753,STA,357902,Михайловка
RU,36514,CU,429920,Михайловка
RU,31916,BA,453622,Михайловка
RU,39561,SA,678605,Михайловка
RU,43497,AMU,"676885,676747",Михайловка
RU,40050,BA,452657,Михайловка
RU,43274,BA,452026,Михайловка
RU,43498,AMU,675512,Михайловка
RU,30984,ORE,461620,Михайловка
RU,31963,ALT,658801,Михайловка
RU,30355,BEL,,Михайловка
RU,46927,BA,452535,Михайловка
RU,43678,SAR,412116,Михайловка
RU,35657,KRS,307150,Михайловка
RU,36892,TOM,636855,Михайловка
RU,38124,ROS,347839,Михайловка
RU,35569,ROS,346221,Михайловка
RU,36200,LIP,399635,Михайловка
RU,46834,LEN,188517,Михайловка
RU,34499,PNZ,442733,Михайловка
RU,43496,AMU,,Михайловка
RU,2870,PRI,692651,Михайловка
RU,38867,CRI,297115,Михайловка
RU,38019,ORL,302509,Михайловка
RU,35783,KEM,,Михайловка
RU,30354,BEL,309004,Михайловка
RU,36527,CRI,296573,Михайловка
RU,36994,SAR,410503,Михайловка
RU,13764,ME,425411,Михайловка
RU,2420,BA,450511,Михайловка
RU,35993,ROS,347772,Михайловка
RU,36458,PRI,692607,Михайловка
RU,37299,KGD,238043,Михайлово
RU,34413,ROS,346030,Михайлово-Александровка
RU,13383,SVE,"623080,623082",Михайловск
RU,1078,STA,"356240,356241,356242,356243,356244,356245,356246,356249,356343",Михайловск
RU,37224,KDA,352401,Михайловская
RU,24302,MOS,,Михайловская Слобода
RU,35218,VOR,396164,Михайловский
RU,36178,BEL,309151,Михайловский
RU,36433,KEM,650528,Михайловский
RU,40263,KEM,,Михайловский
RU,33055,KDA,,Михайловский Перевал
RU,42660,MOS,,Михайловского Лесничества
RU,1147,ALT,"658960,658961,658962",Михайловское
RU,16330,MOW,,Михайловское
RU,14342,SE,363110,Михайловское
RU,45504,SMO,216265,Михайловское
RU,44581,KOS,157203,Михайловское
RU,43714,TVE,170516,Михайловское
RU,37533,YAR,152982,Михайловское
RU,35838,KDA,353263,Михайловское
RU,37617,IVA,155509,Михайловское
RU,14509,YAR,150517,Михайловское
RU,46312,SVE,624645,Михалева
RU,16562,MOS,143814,Михалево
RU,35102,LEN,188970,Михалево
RU,37346,IVA,153534,Михалево
RU,33996,KGN,641171,Михалево
RU,35374,MOS,140343,Михали
RU,14390,MOS,,Михалково
RU,46179,IVA,155924,Михалково
RU,31189,NIZ,607675,Михальчиково
RU,16685,AD,,Михельсоновский
RU,1701,MOS,"142840,142841,142842,142843",Михнево
RU,24289,MOS,,Михнево
RU,17333,MOS,,Мицкое
RU,37652,PNZ,442132,Мичкасские Выселки
RU,43568,TUL,301348,Мичурина
RU,16226,MOW,,Мичуринец ДСК
RU,42593,MOS,,Мичуринец ДСК
RU,13423,TYU,,Мичурино
RU,34827,BA,452638,Мичуринск
RU,380,TAM,"393730,393755,393760,393761,393763,393764,393765,393766,393767,393768,393770,393771,393772,393773,393774,393776,393777,393778,393779,393796,901107",Мичуринск
RU,35684,BRY,241524,Мичуринский
RU,33647,KDA,352473,Мичуринский
RU,23090,NVS,,Мичуринский
RU,24456,PNZ,440505,Мичуринский
RU,16774,SVE,620905,Мичуринский
RU,24537,TYU,,Мичуринский
RU,30356,BEL,309237,Мичуринский
RU,15200,ROS,347334,Мичуринский
RU,41296,TAM,,Мичуринский лесоучасток
RU,38813,CRI,297645,Мичуринское
RU,37302,LEN,188753,Мичуринское
RU,34213,KHA,680547,Мичуринское
RU,35109,LEN,,Мичуринское
RU,23071,IRK,665474,Мишелевка
RU,35035,SMO,,Мишенино
RU,1702,MOS,140722,Мишеронский
RU,15035,MOS,,Мишинево
RU,644,BA,452340,Мишкино
RU,14617,KGN,641040,Мишкино
RU,14451,ROS,346728,Мишкинская Станица
RU,42959,DA,368704,Мишлеш
RU,45898,MUR,184335,Мишуково
RU,15144,MOS,,Мишуково
RU,16151,MOS,141337,Мишутино
RU,45418,STA,357016,Мищенский
RU,34779,BA,,Миякитамак
RU,15360,MOS,,мкр. Планерная
RU,14687,YAN,629828,мкрн.Вынгапуровский
RU,42574,MOW,,Мневники Нижн.
RU,13438,KHA,682449,Многовершинный
RU,39464,CRI,,Многоречье
RU,36450,ZAB,673240,Могзон
RU,46366,TVE,172124,Могилевка
RU,36966,KHA,682929,Могилевка
RU,33444,OMS,646682,Могильно-Посельское
RU,15633,NIZ,,Могильцы
RU,23726,PSK,,Моглино
RU,35125,BU,671633,Могойто
RU,14577,ZAB,687420,Могойтуй
RU,32973,AMU,676263,Могот
RU,35176,DA,368256,Могох
RU,13016,ZAB,"673730,673731,673732,673779",Могоча
RU,44009,TOM,636340,Могочино
RU,36329,KDA,353783,Могукоровка
RU,36619,KDA,353336,Могукоровский
RU,36394,ORE,461002,Могутово
RU,15036,MOS,,Могутово
RU,32830,CHE,457322,Могутовский
RU,31284,KO,,Модлапов
RU,35227,ROS,346091,Можаевка
RU,486,MOS,"143200,143201,143202,143203,143204,143210",Можайск
RU,30357,BEL,,Можайское
RU,36445,KYA,662924,Можарка
RU,43741,NIZ,607460,Можаров Майдан
RU,1871,UD,"427770,427789,427790,427791,427792,427793,427794,427795,427797,427798,427891,427895",Можга
RU,2014,SE,"363750,363751,363752,363753,363754,363755,363756,363757,363758,363759,363760",Моздок
RU,15859,MOS,,Мозжинка
RU,39114,KEM,650516,Мозжуха
RU,30358,BEL,,Мозолевка
RU,36283,NGR,173513,Моисеевичи
RU,47001,IRK,666345,Моисеевка
RU,31089,KRS,305520,Моква 1-я
RU,31090,KRS,,Моква 2-я
RU,31283,YAR,150527,Мокеевское
RU,37968,YAR,152701,Мокеиха
RU,46641,SVE,624625,Мокина
RU,38184,DA,368417,Мокок
RU,35887,VGG,403820,Мокрая Ольховка
RU,30359,BEL,309392,Мокрая Орловка
RU,45901,TVE,171670,Мокрени
RU,37355,MOS,143272,Мокрое
RU,16740,AD,,Мокроназаров
RU,15201,ROS,347358,Мокросоленый
RU,2972,SAR,413410,Мокроус
RU,1351,BA,,Мокроусово
RU,32845,KGN,641530,Мокроусово
RU,35327,ROS,347711,Мокрый Батай
RU,30360,BEL,,Мокрый Лог
RU,31860,PNZ,442121,Мокрый Мичкасс
RU,14641,PNZ,442370,Мокшан
RU,13367,TVE,171266,Мокшино
RU,33659,SAM,446392,Молгачи
RU,35457,KDA,353344,Молдаванское
RU,31387,KDA,,Молдовка
RU,14886,MOS,,Молзино
RU,16234,MOW,,Молодая гвардия  детского дома пос.
RU,44423,KOS,,Молодеево
RU,31898,CRI,297501,Молодежное
RU,42338,SAK,694419,Молодежное
RU,2729,SPE,,Молодежное
RU,36566,LEN,197729,Молодежное
RU,43751,LEN,,Молодежное
RU,24522,MOS,143355,Молодежный
RU,43720,TUL,301118,Молодежный
RU,35598,KHA,681051,Молодежный
RU,44851,KDA,352640,Молодежный
RU,2505,IRK,666420,Молодежный
RU,33278,ROS,347852,Молодежный
RU,46508,KLU,249255,Молодежный
RU,43381,TAM,393919,Молодежный
RU,2778,MOS,142113,Молодежный
RU,44109,TOM,634505,Молодежный
RU,33105,CU,,Молодежный
RU,44439,KOS,"157945",Молодежный
RU,44472,KOS,,Молодежный
RU,15860,MOS,,Молоденово
RU,43870,MOS,142390,Молоди
RU,44119,ZAB,673550,Молодовск
RU,35715,TVE,172412,Молодой Туд
RU,23656,LEN,187327,Молодцово
RU,42706,MOS,,Молодцы
RU,32917,VGG,404334,Молокановский
RU,46606,SVE,623848,Молокова
RU,121,MOS,142714,Молоково
RU,34255,TVE,171680,Молоково
RU,44471,KOS,,Молоково
RU,2464,VLG,"160555,160901",Молочное
RU,39391,CRI,,Молочное
RU,15751,CRI,296552,Молочное
RU,39523,CRI,297560,Молочное
RU,39688,TUL,301493,Молочные Дворы
RU,14259,MUR,184365,Молочный
RU,14240,TYU,623180,Молчанова
RU,45386,KDA,353643,Молчановка
RU,3059,TOM,"636330,636331,636359",Молчаново
RU,42762,NIZ,607948,Молчаново
RU,46348,AMU,676544,Молчаново
RU,36837,IRK,666356,Молька
RU,34275,KDA,,Молькино
RU,39167,KYA,663110,Момотово
RU,41882,BEL,,Монаково
RU,16563,MOS,143812,Монасеино
RU,23831,PRI,692380,Монастырище
RU,14474,SMO,"216130,216149",Монастырщина
RU,46531,TUL,301782,Монастырщино
RU,46045,KDA,,Монастырь
RU,14901,KHA,682882,Монгохто
RU,34497,LEN,,Монделево
RU,38121,BU,671013,Монды
RU,13377,SVE,"623720,623721",Монетный
RU,534,MOS,"141170,141171",Монино
RU,3234,TVE,172502,Монино
RU,987,MUR,"184500,184505,184506,184507,184510,184511,184512",Мончегорск
RU,3196,CU,"429530,429559",Моргауши
RU,16575,KGD,238318,Моргуново
RU,46567,PER,,Моргуново
RU,37124,TUL,301300,Мордвес
RU,30361,BEL,309061,Мордовинка
RU,39514,TUL,301888,Мордовка
RU,14312,TAM,"393600,393601",Мордово
RU,47079,SAM,446595,Мордово-Аделяково
RU,34391,MO,431416,Мордовская Паевка
RU,45474,MO,431106,Мордовская Поляна
RU,23066,SAR,412284,Мордовский Карай
RU,36878,MO,431313,Мордовское Коломасово
RU,34184,KDA,353662,Моревка хутор
RU,43468,KB,361320,Морзох
RU,2754,ME,"425120,425122,425159",Морки
RU,24192,ME,425140,Морки пгт
RU,44801,TVE,171962,Моркины Горы
RU,15202,ROS,,Морозов
RU,36273,VLG,,Морозовица
RU,39672,NIZ,607266,Морозовка
RU,13264,OMS,644555,Морозовка
RU,46340,VOR,396627,Морозовка
RU,15375,MOS,,Морозовка
RU,33521,KEM,,Морозово
RU,44216,NVS,633218,Морозово
RU,37470,MOS,140166,Морозово
RU,2916,ROS,"347210,347211,347214,347219,347239",Морозовск
RU,34545,ORL,303203,Морозовский
RU,35511,KDA,353897,Морозовский хутор
RU,15789,CRI,298033,Морское
RU,45387,KDA,,Морской
RU,37958,VGG,404487,Морской
RU,24222,KHM,628206,Мортка
RU,39998,SAR,413422,Морцы
RU,3034,TAM,"393929,393950,393954,393955,393956,393957,393958,393959,393960,393969",Моршанск
RU,35160,KGD,238314,Моршанское
RU,36897,TOM,634516,Моряковский Затон
RU,1933,KLU,249930,Мосальск
RU,15038,MOS,,Мосальское
RU,22874,VLA,601289,Мосино
RU,42354,CU,429540,Москакасы
RU,1491,OMS,646070,Москаленки
RU,33401,OMS,646045,Москаленский
RU,44,MOW,"101000,101300,101700,101749,101751,101753,101760,101764,101767,101768,101772,101773,101775,101779,101782,101784,101785,101790,101976,101990,102000,102001,102002,102003,102004,102005,102006,102007,102008,102009,102010,102012,102013,102014,102015,102016,102017,102018,102019,102020,102021,102022,102023,102024,102025,102026,102027,102028,102030,102031,102032,102033,102034,102035,102036,102037,102038,102039,102040,102041,102042,102043,102044,102045,102046,102047,102048,102049,102050,102051,102052,102053,102054,102055,102056,102057,102058,102059,102060,102061,102062,102063,102064,102065,102066,102067,102068,102069,102070,102071,102072,102073,102074,102075,102076,102077,102078,102079,102080,102081,102082,102083,102084,102085,102086,102087,102088,102089,102090,102091,102092,102093,102094,102095,102096,102097,102098,102099,102100,102101,102102,102103,102104,102105,102106,102107,102120,102121,102122,102123,102124,102125,102126,102127,102128,102129,102130,102131,102132,102133,102134,102135,102136",Москва
RU,46598,SVE,623625,Москвинское
RU,15861,MOS,,Москворецкого Леспаркхоза
RU,34727,BA,452311,Москово
RU,37584,KIR,613062,Московская
RU,14667,SPE,,Московская Славянка
RU,35338,BRY,243429,Московский
RU,469,MOS,142784,Московский
RU,1172,TYU,625501,Московский
RU,32723,KK,655134,Московское
RU,14888,STA,"356135,356137",Московское
RU,31458,IRK,,Московщина
RU,32154,RYA,,Мосолово
RU,1198,MOS,108820,Мосрентген
RU,37589,SE,363401,Мостиздах
RU,14377,BRY,243415,Мостище
RU,34970,NGR,,Мостки
RU,31312,TVE,172430,Мостовая
RU,46661,SVE,,Мостовая
RU,46607,SVE,623827,Мостовая
RU,36941,PER,614536,Мостовая (Двуреченское с/п)
RU,16152,MOS,141354,Мостовик
RU,17664,SVE,620913,Мостовка
RU,43252,AMU,,Мостовое
RU,39465,CRI,,Мостовое
RU,33863,KGN,641240,Мостовское
RU,16227,MOW,,Мостовское
RU,1608,KDA,"352550,352570,352571,352572,352574",Мостовской
RU,16493,VLA,,Мостострой
RU,37052,SAM,446166,Мосты
RU,30362,BEL,,Мосьпанов
RU,43560,TVE,170550,Мотавино
RU,1993,NVS,633127,Мотково
RU,35601,NIZ,607204,Мотовилово
RU,17400,IRK,,Моты
RU,1154,KYA,"663400,663401",Мотыгино
RU,1379,MOS,,Мотяково
RU,46630,SVE,623605,Мохирева
RU,34078,CHE,,Моховички
RU,23874,KEM,652661,Мохово
RU,34228,PER,617430,Моховое
RU,36015,VOR,396243,Моховое
RU,35202,ORL,303624,Моховое
RU,31683,TVE,171281,Моховое-2
RU,33440,OMS,,Моховой Привал
RU,45139,ALT,658112,Моховское
RU,13969,SA,678020,Мохсоголлох
RU,35950,KO,,Мохча
RU,30363,BEL,309022,Мочаки
RU,30364,BEL,309026,Мочаки-Первые
RU,45127,SAM,446464,Мочалеевка
RU,35703,ME,425051,Мочалище
RU,35479,MOS,142954,Мочилы
RU,46780,ORL,303834,Мочилы
RU,13249,NVS,"630534,630535",Мочище
RU,2819,NGR,174450,Мошенское
RU,42280,PNZ,442944,Мошки
RU,732,NVS,"633130,633131,633132",Мошково
RU,33341,VLA,601385,Мошок
RU,37280,KLU,249231,Мошонки
RU,30365,BEL,,Мощеное
RU,30366,BEL,309091,Мощеное
RU,43040,BA,"453330,453331",Мраково
RU,39524,CRI,,Мраморное
RU,15992,SVE,623370,Мраморское
RU,43418,TVE,171865,Мста
RU,2487,VLA,601408,Мстера
RU,43599,VLA,601410,Мстера
RU,13159,KLU,"248901,248915",Мстихино
RU,43776,DA,368293,Муги
RU,37344,IVA,155640,Мугреево-Никольское
RU,36271,IVA,155646,Мугреевский
RU,36133,IVA,606091,Мугреевский Бор
RU,3074,TY,668020,Мугур-Аксы
RU,31891,BA,,Мударисово
RU,35341,ARK,164830,Мудьюга
RU,2565,KR,186960,Муезерский
RU,1442,YAN,629640,Мужи
RU,42215,KLU,249343,Мужитино
RU,36627,BA,452935,Музяк
RU,14980,NIZ,"606083,606084",Мулино
RU,43503,BA,,Мулланурово
RU,13859,TYU,625531,Муллаши
RU,14912,ULY,"433550,433551",Мулловка
RU,14944,AST,416182,Мултаново
RU,33220,KHM,628231,Мулымья
RU,36883,AL,649495,Мульта
RU,13842,PER,614535,Мулянка
RU,14963,AST,416365,Мумра
RU,35724,KEM,652900,Мундыбаш
RU,678,YAN,"629601,629602,629603,629604",Муравленко
RU,43499,AMU,676964,Муравьевка
RU,45196,TA,,Мурали
RU,13950,KIR,"613710,613711",Мураши
RU,30367,BEL,,Муренцев
RU,44593,BA,453013,Мурзино
RU,16572,MOS,143711,Муриково
RU,1214,LEN,"188662,188666",Мурино
RU,265,MUR,"183000,183001,183003,183005,183006,183008,183010,183012,183014,183016,183017,183018,183024,183025,183027,183031,183032,183034,183035,183036,183038,183039,183040,183045,183047,183049,183050,183052,183053,183054,183070,183071,183072,183074,183075,183700,183890,183899,183950,183960,183961,183963,183964,183965,183966,183970,183980,183982,183983,183985,184635,184637",Мурманск
RU,1324,MUR,"184355,184358",Мурмаши
RU,13992,RYA,390528,Мурмино
RU,1759,VLA,"602200,602201,602205,602250,602251,602252,602253,602254,602256,602257,602262,602263,602264,602265,602266,602267",Муром
RU,17058,BEL,309257,Муром
RU,33675,VLA,602240,Муромский
RU,38803,CRI,297615,Муромское
RU,36976,VLA,601384,Муромцево
RU,35195,KLU,249217,Муромцево
RU,1396,OMS,"646430,646432,646439",Муромцево
RU,34784,BA,452485,Мурсалимкино
RU,42545,AMU,676275,Муртыгит
RU,2573,KIR,613641,Мурыгино
RU,38828,CRI,297027,Мускатное
RU,1521,TA,"423970,423999",Муслюмово
RU,13898,CHE,"456720,456721",Муслюмово
RU,39668,SAM,445133,Мусорка
RU,33077,KEM,652574,Мусохраново
RU,37549,BA,452662,Мустафино
RU,24205,DA,,Мусультемахи
RU,37365,KO,168162,Мутница
RU,30368,BEL,309207,Мухановка
RU,24491,SAM,446328,Муханово
RU,14975,KHA,682916,Мухен
RU,30369,BEL,309271,Мухин
RU,37661,MOS,140531,Мухино
RU,38888,SVE,,Мухлынина
RU,13095,ARK,,Мухонская
RU,14586,BU,671340,Мухоршибирь
RU,30370,BEL,309826,Мухоудеровка
RU,36395,ORE,461357,Мухраново
RU,13636,NIZ,607150,Мухтолово
RU,32126,DA,368022,Муцалаул
RU,14313,TAM,393570,Мучкапский
RU,1115,ORL,"303026,303030,303031,303032,303034,303035,303036,303039",Мценск
RU,34963,NGR,,Мшага
RU,14771,LEN,,Мыза-Ивановка
RU,44444,KOS,,Мыльниково
RU,33004,KGN,641045,Мыркайское
RU,33208,YAN,629721,Мыс Каменный
RU,776,KEM,"652840,652842,652845,652848,652849,652860,652861,652863,652864,652866,654245",Мыски
RU,39189,CRI,,Мысовое
RU,2053,KDA,353993,Мысхако
RU,45944,OMS,646137,Мысы
RU,34079,CHE,,Мысы
RU,920,MOS,"141000,141001,141002,141003,141004,141005,141006,141007,141008,141009,141010,141011,141012,141013,141014,141015,141016,141017,141018,141019,141020,141021,141022,141023,141024,141025,141026,141027,141028,141029,141037,141038,141039,141040,141041,141042,141043,141045,141046,141047,141048,141049,141050,141053,141056,141057,141058,141059,141941,141942,141943,141944,141945,145101,145102,145103,145104,145105,145106,145107,145108,145109,145110,145111,145112,145113,145114,145115,145116,145117,145118,145119,145120,145121,145122,145123,145124,145125,145126,145127,145128,145129,145130,145131,145132,994003,994004,994005",Мытищи
RU,17144,MOS,,Мышецкое
RU,1411,YAR,152830,Мышкин
RU,13524,AL,649228,Мыюта
RU,37771,DA,368513,Мюрего
RU,14730,LEN,,Мяглово
RU,2790,MOW,140471,Мякинино
RU,43281,MOS,,Мякинино
RU,36949,KIR,613320,Мякиши
RU,38383,VLG,162646,Мякса
RU,43164,KGN,641351,Мясникова
RU,34969,NGR,173503,Мясной Бор
RU,17059,BEL,,Мясоедово
RU,44355,KLU,249875,Мятлево
RU,31959,MAG,686332,Мяунджа
RU,22943,VLA,601618,Мячково
RU,15039,MOS,,Набережная
RU,36905,NVS,632435,Набережное
RU,37789,TA,422594,Набережные Моркваши
RU,433,TA,"423800,423801,423802,423803,423805,423806,423807,423808,423809,423810,423812,423814,423815,423816,423818,423819,423820,423821,423822,423823,423824,423825,423826,423827,423828,423829,423831,423832,423834,423838,423841,423848,423849,423850,991602",Набережные Челны
RU,16721,AD,,Набережный
RU,45388,KDA,,Набережный
RU,41888,BEL,,Набокино
RU,1012,NIZ,"607100,607101,607102",Навашино
RU,2319,BRY,"242130,242158",Навля
RU,41579,ORL,303274,Навля
RU,2080,IVA,"155830,155831",Наволоки
RU,42862,VGG,404375,Нагавская
RU,31851,BA,450900,Нагаево
RU,46716,BA,452669,Нагайбаково
RU,34627,CHE,457662,Нагайбакский
RU,37715,ROS,346023,Нагибин
RU,34251,NGR,175211,Нагово
RU,30371,BEL,309745,Нагольное
RU,41889,BEL,309554,Нагольное
RU,42246,VGG,404361,Нагольный
RU,23720,NVS,632351,Нагорное
RU,34361,PRI,692021,Нагорное
RU,35118,CE,366008,Нагорное
RU,39466,CRI,,Нагорное
RU,45657,KYA,663583,Нагорное
RU,3172,YAR,,Нагорный
RU,30996,KAM,684014,Нагорный
RU,34450,CHE,457005,Нагорный
RU,15696,KIR,613260,Нагорск
RU,33994,KGN,641404,Нагорское
RU,37351,YAR,152030,Нагорье
RU,30372,BEL,309750,Нагорье
RU,13575,STA,357233,Нагутское
RU,2566,KR,"186430,186431",Надвоицы
RU,37236,ROS,346973,Надежда
RU,38618,CRI,297233,Надежда
RU,14889,STA,356220,Надежда
RU,42754,TUL,301180,Надеждино
RU,46208,SAM,446802,Надеждино
RU,30373,BEL,,Надеждовка
RU,30374,BEL,,Надежевка
RU,30375,BEL,,Надежный
RU,46046,KDA,,Наджиго
RU,46951,STA,357033,Надзорное
RU,15072,CE,366810,Надтеречное
RU,43221,TYU,626139,Надцы
RU,681,YAN,"629730,629733,629734,629735,629736",Надым
RU,46129,VOR,396683,Назаровка
RU,854,KYA,"662200,662201,662202,662203,662204,662205,662206",Назарово
RU,45824,SVE,,Назарово
RU,37534,YAR,152967,Назарово
RU,15447,MOS,,Назарьево
RU,42640,MOS,,Назарьевское лесн-во
RU,15040,MOS,,Назимиха
RU,24140,LEN,187310,Назия
RU,443,IN,"386100,386101,386102,386103,386104,386105,386106,386130,386132,386140,386700,386899",Назрань
RU,1398,OMS,"646100,646101,646103,646104,646105",Называевск
RU,38822,CRI,297062,Найденовка
RU,32797,KDA,353216,Найдорф
RU,43716,KR,186882,Найстенъярви
RU,33674,BRY,243315,Найтоповичи
RU,36818,KHA,682375,Найхин
RU,43800,SVE,623055,Накоряково
RU,37902,TA,422018,Наласа
RU,34041,SAR,413213,Наливная
RU,34023,ALT,659810,Налобиха
RU,1081,KB,"360000,360001,360002,360003,360004,360005,360006,360007,360008,360009,360010,360012,360015,360016,360017,360019,360021,360022,360024,360025,360028,360030,360032,360051,360700,360861,360862,360899,360902",Нальчик
RU,1423,SA,678380,Намцы
RU,44016,RYA,393832,Напольное
RU,36753,CU,429035,Напольное
RU,35226,CU,429345,Напольные Котяки
RU,13545,MOS,,Напругово
RU,38170,IRK,665750,Наратай
RU,31060,TOM,636346,Нарга
RU,33018,DA,368857,Нариман
RU,2411,AST,416111,Нариманов
RU,31430,TYU,625551,Нариманова
RU,31293,TA,422630,Нармонка
RU,43076,RYA,391533,Нармушадь
RU,69,MOS,"143300,143301,143302,143304,143305,143306,143308,143310,143398,143399",Наро-Фоминск
RU,22967,PNZ,442630,Наровчат
RU,45118,VOR,397130,Народное
RU,14287,KB,"361410,361411",Нартан
RU,44713,ME,425513,Нартас
RU,2518,KB,"361330,361331,361332,361333,361334,361335,361336",Нарткала
RU,14804,AST,416462,Нартовский
RU,13458,MOS,141624,Нарынка
RU,36789,NIZ,607353,Нарышкино
RU,2848,ORL,"303900,303919",Нарышкино
RU,943,NEN,"166000,166001,166002,166004,166100,166970",Нарьян-Мар
RU,45252,PER,617423,Насадка
RU,42817,PSK,182225,Насва
RU,43249,CHE,457345,Наследницкий
RU,17060,BEL,309960,Насоново
RU,16331,MOW,,Настасьино
RU,33677,CRI,298180,Насыпное
RU,43668,ROS,346863,Натальевка
RU,38182,SAR,413761,Натальин Яр
RU,43942,SAR,413801,Натальино
RU,46343,AMU,"675527,676802",Натальино
RU,34605,SVE,,Натальинск
RU,38057,CRI,296512,Наташино
RU,2647,KDA,"353982,363982",Натухаевская
RU,16595,AD,,Натухай
RU,1083,AD,,Натырбово
RU,16703,AD,385434,Натырбово
RU,37831,KDA,,Науменков
RU,23662,BA,453167,Наумовка
RU,37110,SAR,413837,Наумовка
RU,24417,TOM,634581,Наумовка
RU,30377,BEL,,Наумовка
RU,30376,BEL,,Наумовка Вторая
RU,44485,KOS,,Наумово
RU,40006,ROS,347558,Наумовский
RU,17334,MOS,,Наумовское
RU,3146,CE,"366120,366128",Наурская
RU,31516,CRI,298409,Научный
RU,39467,CRI,,Научный
RU,14857,ALT,,Научный городок
RU,2442,BU,671820,Наушки
RU,1545,MOS,"143430,143431,143432,143433",Нахабино
RU,24019,MOS,,Нахабино Кантри
RU,43504,MOS,,Нахабино Ясное
RU,39392,CRI,297021,Нахимово
RU,501,PRI,"690890,692900,692901,692902,692903,692904,692905,692906,692909,692910,692911,692913,692914,692916,692917,692918,692919,692920,692921,692922,692923,692924,692926,692928,692929,692930,692939,692940,692941,692943,692952,692953,692954,692955,692956",Находка
RU,39182,CRI,,Находка
RU,34383,YAN,629360,Находка
RU,37399,VOR,396616,Начало
RU,2412,AST,416450,Началово
RU,16616,AD,,Начерезий
RU,35839,KDA,,Неберджаевская
RU,23055,NGR,174755,Неболчи
RU,2648,KDA,352831,Небуг
RU,35177,VLA,601810,Небылое
RU,30378,BEL,309092,Неведомый Колодезь
RU,44507,KOS,,Невежино
RU,43434,SAR,412872,Невежкино
RU,2880,PSK,"182500,182503,182510,182511,182549",Невель
RU,3216,SAK,"694740,694741,694742,694745",Невельск
RU,13065,AMU,676055,Невер
RU,33913,PNZ,442480,Неверкино
RU,36250,YAR,152178,Неверково
RU,33352,OMS,646815,Неверовка
RU,1079,STA,"357100,357101,357106,357107,357108,357110,357111,357112,357113,357114,357115,357117,357118,357128,357129",Невинномысск
RU,42977,TYU,627730,Неволина
RU,34428,PER,617450,Неволино
RU,43489,IRK,666659,Невон
RU,31022,KYA,663461,Невонка
RU,35053,LEN,,Невская Дубровка
RU,44636,LEN,,Невские погори
RU,35047,LEN,,Невский Парклесхоз
RU,39393,CRI,,Невское
RU,40293,KGD,238025,Невское
RU,1335,SVE,"624190,624191,624192,624194",Невьянск
RU,43825,SVE,,Невьянское
RU,36305,BRY,242164,Негино
RU,32951,ROS,346813,Недвиговка
RU,35903,KLU,249073,Недельное
RU,17061,BEL,,Недоступовка
RU,44214,SAR,412182,Нееловка
RU,15263,PSK,,Неелово
RU,37387,PSK,180502,Неелово 2-е
RU,17062,BEL,,Нежеголь
RU,13220,ORE,460520,Нежинка
RU,13221,ORE,,Нежинка-2
RU,3017,STA,357375,Нежинский
RU,39260,CRI,,Нежинское
RU,37754,KOS,157487,Нежитино
RU,45007,KDA,352744,Незаймановский
RU,36667,KDA,352064,Незамаевская
RU,46202,KDA,353005,Незамаевский
RU,3018,STA,"357807,357808",Незлобная
RU,39,BEL,,Незнамово
RU,34642,SVE,,Нейво-Рудянка
RU,34420,SVE,624610,Нейво-Шайтанский
RU,32710,VLA,602353,Неклюдово
RU,24497,NIZ,606461,Неклюдово
RU,46076,TVE,171515,Неклюдово
RU,30379,BEL,309253,Неклюдово
RU,148,MOS,,Некрасовка
RU,23887,OMS,646984,Некрасовка
RU,33864,ORL,302506,Некрасовка
RU,14971,KHA,680507,Некрасовка
RU,43641,CRI,,Некрасовка
RU,38780,CRI,297211,Некрасовка
RU,30380,BEL,309571,Некрасовка
RU,44430,KOS,,Некрасово
RU,43831,SVE,624047,Некрасово
RU,39326,CRI,,Некрасово
RU,44343,KGD,238316,Некрасово
RU,37761,CRI,297041,Некрасово
RU,23860,KDA,352344,Некрасовская
RU,35840,KDA,,Некрасовский
RU,1703,MOS,"141865,141875",Некрасовский
RU,14392,YAR,152260,Некрасовское
RU,30381,BEL,,Нелидовка д..
RU,1456,TVE,"172520,172521,172522,172523,172524,172527",Нелидово
RU,44396,KOS,,Нелидово
RU,34945,NEN,166714,Нельмин Нос
RU,45592,TOM,634517,Нелюбино
RU,14704,KIR,613470,Нема
RU,2532,KGD,"238710,238711",Неман
RU,30382,BEL,309825,Неменущий
RU,30383,BEL,309633,Немцево
RU,22875,VLA,601257,Немцово
RU,1380,MOS,"143025,143026",Немчиновка
RU,15862,MOS,,Немчиново
RU,37268,TUL,301016,Ненашево
RU,34883,LEN,188696,Ненимяки
RU,36441,ALT,659524,Ненинка
RU,43867,IRK,666635,Непа. Катангский р-н
RU,34231,MOS,140473,Непецино
RU,15087,VLG,160510,Непотягово
RU,30384,BEL,309065,Непхаево
RU,23053,MOS,142325,Нерастанное
RU,45291,PER,617231,Нердва
